Address,Grades,School_ID,ALD_15,Grade_Cat,:created_at,:id,:updated_at,:version,Short_Name,Longitude,Latitude,the_geom,GeoNetwork,WARD_15,Phone,Network,COMMAREA,Governance,Zip
1840 W Ohio St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610197,Proco (Joe) Moreno III,ES,2015-12-02T17:40:19.962Z,row-bju8-gp6f.q8jk,2015-12-02T17:40:19.962Z,rv-hjjm~53iu~ktcz,TALCOTT,-87.673723,41.892405,POINT (-87.67372272416247 41.89240461196112),6,1,1(773)534-7130,Network 6,WEST TOWN,District,60622
9912 S Avenue H,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610198,John A. Pope,ES,2015-12-02T17:40:19.962Z,row-fuby-6yub.gazx,2015-12-02T17:40:19.962Z,rv-5j72-drbx_58qs,TAYLOR,-87.532971,41.71547,POINT (-87.53297076728938 41.71547037612557),13,10,1(773)535-6240,Network 13,EAST SIDE,District,60617
1441 W 119th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610199,Carrie M. Austin,ES,2015-12-02T17:40:19.962Z,row-zshr~ruuy_vkt5,2015-12-02T17:40:19.962Z,rv-vkv8-tki4.bvg5,COLEMON,-87.658111,41.677505,POINT (-87.65811083829139 41.67750544717283),13,34,1(773)535-3975,Network 13,WEST PULLMAN,District,60643
8914 S Buffalo Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610200,John A. Pope,ES,2015-12-02T17:40:19.962Z,row-7sns~zbdv.xtfa,2015-12-02T17:40:19.962Z,rv-qzeh-j6ii.cddk,THORP J,-87.54428,41.733324,POINT (-87.54427997609297 41.73332423856062),12,10,1(773)535-6250,Network 12,SOUTH CHICAGO,District,60617
6024 W Warwick Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",610201,Timothy M. Cullerton,ES,2015-12-02T17:40:19.962Z,row-up2m.mw6f_3mf7,2015-12-02T17:40:19.962Z,rv-43wa~v8re.yk6b,THORP O,-87.777631,41.948571,POINT (-87.77763129533064 41.94857131191753),1,38,1(773)534-3640,Network 1,DUNNING,District,60634
223 N Keeler Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610202,Jason C. Ervin,ES,2015-12-02T17:40:19.962Z,row-xhhd_6xm6-gwqw,2015-12-02T17:40:19.962Z,rv-psyh.udww~x42y,TILTON,-87.730566,41.884102,POINT (-87.73056638504498 41.88410224164089),5,28,1(773)534-6746,Network 5,WEST GARFIELD PARK,District,60624
5815 S Homan Ave,"PK, K, 1, 2, 3, 4, 5",610203,Michael R. Zalewski,ES,2015-12-02T17:40:19.962Z,row-pei8_fnr5.2bfd,2015-12-02T17:40:19.962Z,rv-7h5j-7x7g-95am,TONTI,-87.708179,41.787523,POINT (-87.70817918401752 41.78752322987522),8,23,1(773)535-9280,Network 8,GAGE PARK,District,60629
5134 S Lotus Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610206,Edward M. Burke,ES,2015-12-02T17:40:19.962Z,row-dst7.rfye.i2yv,2015-12-02T17:40:19.962Z,rv-rtrs-aij8.7uip,TWAIN,-87.758928,41.799046,POINT (-87.75892840126193 41.79904639762166),10,14,1(773)535-2290,Network 10,GARFIELD RIDGE,District,60638
9510 S Prospect Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",610207,Matthew J. O'Shea,ES,2015-12-02T17:40:19.962Z,row-5rzn_6fy3.y3iq,2015-12-02T17:40:19.962Z,rv-kqkt-ru3x-excv,VANDERPOEL,-87.665559,41.720817,POINT (-87.66555862185707 41.72081703449422),10,19,1(773)535-2690,Network 10,BEVERLY,District,60643
138 W 109th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610208,Carrie M. Austin,ES,2015-12-02T17:40:19.962Z,row-ibg3.yhg5-vt5p,2015-12-02T17:40:19.962Z,rv-5jbz-q8dk_9dg5,LAVIZZO,-87.627148,41.696262,POINT (-87.62714768795534 41.696262347612304),13,34,1(773)535-5300,Network 13,ROSELAND,District,60628
4950 N Avers Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610209,Margaret Laurino,ES,2015-12-02T17:40:19.962Z,row-3cr4~at57~d5fn,2015-12-02T17:40:19.962Z,rv-azis~3fu3_6zmm,VOLTA,-87.724605,41.971634,POINT (-87.72460522430316 41.97163400182653),1,39,1(773)534-5080,Network 1,ALBANY PARK,District,60625
4929 N Sawyer Ave,"7, 8",610212,Deborah Mell,ES,2015-12-02T17:40:19.962Z,row-pb9y-vt97.mp4n,2015-12-02T17:40:19.962Z,rv-un3z~driv~wbys,ALBANY PARK,-87.710609,41.971504,POINT (-87.71060878829846 41.97150444397496),1,33,1(773)534-5108,Network 1,ALBANY PARK,District,60625
6650 S Ellis Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610213,Leslie A. Hairston,ES,2015-12-02T17:40:19.962Z,row-idm6.fjrf_pa9n,2015-12-02T17:40:19.962Z,rv-a56z~3rd5_bikb,WADSWORTH,-87.601018,41.773478,POINT (-87.60101811220858 41.773477898294274),9,5,1(773)535-0730,Network 9,WOODLAWN,District,60637
3202 W 28th St,"6, 7, 8",610215,Ricardo Munoz,ES,2015-12-02T17:40:19.962Z,row-z9a3.kjhh.bg4m,2015-12-02T17:40:19.962Z,rv-ztw9_wn3t_y32f,MADERO,-87.705064,41.840957,POINT (-87.70506426029748 41.84095691186322),7,22,1(773)535-4466,Network 7,SOUTH LAWNDALE,District,60623
2015 S Peoria St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610216,James A. Balcer,ES,2015-12-02T17:40:19.962Z,row-edk2~4yf7~4d2m,2015-12-02T17:40:19.962Z,rv-nriu.6bms.j4vq,WALSH,-87.648086,41.854836,POINT (-87.64808617473388 41.85483574783071),7,11,1(773)534-7950,Network 7,LOWER WEST SIDE,District,60608
2701 S Shields Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610217,James A. Balcer,ES,2015-12-02T17:40:19.962Z,row-u4k7~zh4k-w249,2015-12-02T17:40:19.962Z,rv-n462~k9hq~jrcj,WARD J,-87.635356,41.84398,POINT (-87.63535578862451 41.843980089480425),6,11,1(773)534-9050,Network 6,ARMOUR SQUARE,District,60616
9239 S Jeffery Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610218,Natashia Holmes,ES,2015-12-02T17:40:19.962Z,row-yk9j~sbm3-vgay,2015-12-02T17:40:19.962Z,rv-4nu7-gaif-h7d8,WARREN,-87.575353,41.726763,POINT (-87.57535254914627 41.72676290951163),12,7,1(773)535-6625,Network 12,CALUMET HEIGHTS,District,60617
3611 E 114th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610219,John A. Pope,ES,2015-12-02T17:40:19.962Z,row-8exf.vu3m_wakr,2015-12-02T17:40:19.962Z,rv-fhvf~386t.hnzk,WASHINGTON G ES,-87.536015,41.688131,POINT (-87.53601529925376 41.688131484192446),13,10,1(773)535-5010,Network 13,EAST SIDE,District,60617
4540 N Campbell Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",610220,Ameya Pawar,ES,2015-12-02T17:40:19.962Z,row-ihe3.auqh~pyjn,2015-12-02T17:40:19.962Z,rv-vz5m~p9yf_n5md,WATERS,-87.691333,41.964365,POINT (-87.69133251140144 41.96436540454609),2,47,1(773)534-5090,Network 2,LINCOLN SQUARE,District,60625
4055 W Arthington St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610221,Michael D. Chandler,ES,2015-12-02T17:40:19.962Z,row-f8x3~43z9.mqpr,2015-12-02T17:40:19.962Z,rv-kw4d~kcaj_ycwh,WEBSTER,-87.727524,41.869916,POINT (-87.7275243747746 41.86991585847201),5,24,1(773)534-6925,Network 5,WEST GARFIELD PARK,District,60624
1340 W 71st St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610223,Roderick T. Sawyer,ES,2015-12-02T17:40:19.962Z,row-etfs_xh65~sagb,2015-12-02T17:40:19.962Z,rv-7ete-9hs4~k2g3,WENTWORTH,-87.658205,41.765076,POINT (-87.6582048358533 41.765075896759704),11,6,1(773)535-3394,Network 11,WEST ENGLEWOOD,District,60636
11533 S Ada St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610225,Carrie M. Austin,ES,2015-12-02T17:40:19.962Z,row-cbfg-m94z.5eav,2015-12-02T17:40:19.962Z,rv-y5ps-iqzb_uagq,WHISTLER,-87.655384,41.683907,POINT (-87.65538382156934 41.68390701031587),13,34,1(773)535-5560,Network 13,WEST PULLMAN,District,60643
5534 S Saint Louis Ave,"PK, K, 1, 2, 3, 4, 5",610226,Edward M. Burke,ES,2015-12-02T17:40:19.962Z,row-siwu.cvbs-97vb,2015-12-02T17:40:19.962Z,rv-qsz2-adth_edsv,SANDOVAL,-87.710987,41.792346,POINT (-87.71098733216566 41.79234608441279),8,14,1(773)535-0457,Network 8,GAGE PARK,District,60629
2815 S Komensky Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610227,Ricardo Munoz,ES,2015-12-02T17:40:19.962Z,row-2fv5_qdj5_78xk,2015-12-02T17:40:19.962Z,rv-87nk-qan9~4y6q,WHITNEY,-87.725546,41.84008,POINT (-87.72554564237893 41.840080427545395),7,22,1(773)534-1560,Network 7,SOUTH LAWNDALE,District,60623
1900 W 23rd St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610228,Daniel S. Solis,ES,2015-12-02T17:40:19.962Z,row-3s2b~vwgy_44yb,2015-12-02T17:40:19.962Z,rv-rf9f_tquc_trzt,WHITTIER,-87.673392,41.850481,POINT (-87.67339165458796 41.85048088728893),7,25,1(773)535-4590,Network 7,LOWER WEST SIDE,District,60608
2009 W Schiller St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610229,Proco (Joe) Moreno III,ES,2015-12-02T17:40:19.962Z,row-u3id~cxp4-h4am,2015-12-02T17:40:19.962Z,rv-2ize_53xn_rcjb,PRITZKER,-87.677761,41.907053,POINT (-87.67776098129679 41.90705300532361),6,1,1(773)534-4415,Network 6,WEST TOWN,District,60622
6950 N Hiawatha Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",610230,Mary O'Connor,ES,2015-12-02T17:40:19.962Z,row-zpnm-imjg.gafi,2015-12-02T17:40:19.962Z,rv-rg6r~28dg.d36e,WILDWOOD,-87.778345,42.007491,POINT (-87.77834486171555 42.00749067022994),1,41,1(773)534-1188,Network 1,FOREST GLEN,District,60646
55 W Cermak Rd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610231,Patricia R. Dowell,ES,2015-12-02T17:40:19.962Z,row-9k6m.rb9b-rukj,2015-12-02T17:40:19.962Z,rv-bn4g.d6ur_xf4p,NATIONAL TEACHERS,-87.629308,41.8528,POINT (-87.62930833004597 41.85279977036904),6,3,1(773)534-9970,AUSL,NEAR SOUTH SIDE,District,60616
1839 N Richmond St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610234,Proco (Joe) Moreno III,ES,2015-12-02T17:40:19.962Z,row-u5h8_97g9_378z,2015-12-02T17:40:19.962Z,rv-h4w3.fp82~tt5u,YATES,-87.70028,41.915039,POINT (-87.70028031303718 41.915038547767104),5,1,1(773)534-4550,Network 5,LOGAN SQUARE,District,60647
1434 N Parkside Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610235,Deborah L. Graham,ES,2015-12-02T17:40:19.962Z,row-hw68.8e8b_pc7x,2015-12-02T17:40:19.962Z,rv-zimu_tm6r-tv69,YOUNG ES,-87.767143,41.906791,POINT (-87.76714284546927 41.9067905745787),3,29,1(773)534-6200,Network 3,AUSTIN,District,60651
25 W 47th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610237,Patricia R. Dowell,ES,2015-12-02T17:40:19.962Z,row-fm7k.a6em~s8zj,2015-12-02T17:40:19.962Z,rv-k9aq-d34i~a376,BEETHOVEN,-87.627137,41.809135,POINT (-87.62713680532485 41.80913475789258),9,3,1(773)535-1480,Network 9,GRAND BOULEVARD,District,60609
7050 S May St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610238,Roderick T. Sawyer,ES,2015-12-02T17:40:19.962Z,row-5sku.p83z-cjk6,2015-12-02T17:40:19.962Z,rv-un2j.idzv.z8tf,BOND,-87.653018,41.765361,POINT (-87.65301778635454 41.76536056668392),11,6,1(773)535-3480,Network 11,ENGLEWOOD,District,60621
5024 S Wolcott Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610239,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-p6ma-6r3j_a2a7,2015-12-02T17:40:19.962Z,rv-fp3q.q6ve.aie8,DALEY,-87.672206,41.802343,POINT (-87.67220640190209 41.8023428683119),8,20,1(773)535-9091,Network 8,NEW CITY,District,60609
4251 N Clarendon Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610242,James Cappleman,ES,2015-12-02T17:40:19.962Z,row-epus.4zzk.92uz,2015-12-02T17:40:19.962Z,rv-wegb_2wcu-nerv,BRENNEMANN,-87.649749,41.959984,POINT (-87.6497491648478 41.95998415558951),2,46,1(773)534-5766,Network 2,UPTOWN,District,60613
5101 W Harrison St,"9, 10, 11, 12",610244,Deborah L. Graham,HS,2015-12-02T17:40:19.962Z,row-n4bv_b2vv.c4gm,2015-12-02T17:40:19.962Z,rv-kdcj-v3xb.898s,CLARK HS,-87.753325,41.872885,POINT (-87.75332487192512 41.87288500569025),3,29,1(773)534-6250,Network 3,AUSTIN,District,60644
543 N Waller Ave,"9, 10, 11, 12",610245,Deborah L. Graham,HS,2015-12-02T17:40:19.962Z,row-83rc.4vki.zqi8,2015-12-02T17:40:19.962Z,rv-24r6~9h3w_6qn5,DOUGLASS HS,-87.767668,41.890369,POINT (-87.76766845610426 41.89036863024259),3,29,1(773)534-6176,Network 3,AUSTIN,District,60644
5255 S State St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610246,Patricia R. Dowell,ES,2015-12-02T17:40:19.962Z,row-rgbp~rvis-yjx6,2015-12-02T17:40:19.962Z,rv-nzeh~ejpt_kaxf,BEASLEY,-87.625692,41.798465,POINT (-87.6256915786754 41.79846496021468),9,3,1(773)535-1230,Network 9,WASHINGTON PARK,District,60609
3400 N Austin Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610248,Nicholas Sposato,ES,2015-12-02T17:40:19.962Z,row-hmqm_xygf~em3v,2015-12-02T17:40:19.962Z,rv-bzq2_2itt~7k5t,CHICAGO ACADEMY ES,-87.778187,41.943056,POINT (-87.77818680320907 41.943055919845534),1,36,1(773)534-3885,AUSL,DUNNING,District,60634
5450 S Talman Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610249,Edward M. Burke,ES,2015-12-02T17:40:19.962Z,row-9yve.p9b6_ykkc,2015-12-02T17:40:19.962Z,rv-9inn_3tzs-2nji,TALMAN,-87.690261,41.794048,POINT (-87.69026083932464 41.794048051232764),8,14,1(773)535-7850,Network 8,GAGE PARK,District,60632
160 W Wendell St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610250,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-mzac-tpzh-penb,2015-12-02T17:40:19.962Z,rv-ymcz_afub_7khq,SALAZAR,-87.633632,41.901417,POINT (-87.63363243437433 41.90141653471176),6,27,1(773)534-8310,Network 6,NEAR NORTH SIDE,District,60610
2908 W Washington Blvd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610251,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-jeki~z876.q45b,2015-12-02T17:40:19.962Z,rv-wgsv.k4u4-fea9,CATHER,-87.699187,41.88295,POINT (-87.69918700860174 41.88294992497454),5,27,1(773)534-6780,Network 5,EAST GARFIELD PARK,District,60612
2131 W Monroe St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610252,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-z6i3_vrs2~ww4z,2015-12-02T17:40:19.962Z,rv-vwcf-hkhr-ssi6,DETT,-87.680315,41.87987,POINT (-87.68031496688388 41.87986982130522),6,27,1(773)534-7160,Network 6,NEAR WEST SIDE,District,60612
3615 W 16th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610254,Michael D. Chandler,ES,2015-12-02T17:40:19.962Z,row-v8dy-kjk8-cj4m,2015-12-02T17:40:19.962Z,rv-8t34-xh9j_n2nd,DVORAK,-87.715744,41.858883,POINT (-87.71574357132832 41.858883446918554),5,24,1(773)534-1690,AUSL,NORTH LAWNDALE,District,60623
4225 S Lake Park Ave,"PK, K, 1, 2, 3",610256,"William ""Will"" D. Burns",ES,2015-12-02T17:40:19.962Z,row-ccmu-42ik_pjmd,2015-12-02T17:40:19.962Z,rv-pnst-r58b-jbws,ROBINSON,-87.599067,41.817349,POINT (-87.59906677133571 41.817349327402354),9,4,1(773)535-1777,Network 9,OAKLAND,District,60653
431 N Troy St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610257,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-mtcb_u8r4~wdmk,2015-12-02T17:40:19.962Z,rv-bg6u_578t.3mv4,MORTON,-87.705108,41.889178,POINT (-87.70510783022301 41.88917813488959),5,27,1(773)534-6791,AUSL,HUMBOLDT PARK,District,60612
6311 S Calumet Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610263,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-db9f-4ebc~ewp8,2015-12-02T17:40:19.962Z,rv-9hir.pxs9.rs8k,DULLES,-87.617214,41.7799,POINT (-87.61721417932426 41.77990049418089),9,20,1(773)535-0690,AUSL,GREATER GRAND CROSSING,District,60637
8505 S Ingleside Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",610268,Michelle A. Harris,ES,2015-12-02T17:40:19.962Z,row-6pk4~48dp.apud,2015-12-02T17:40:19.962Z,rv-gqs5-r23h~ukns,ASHE,-87.601174,41.740184,POINT (-87.60117440816522 41.740183791387416),12,8,1(773)535-3550,Network 12,CHATHAM,District,60619
4865 N Sheridan Rd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610269,James Cappleman,ES,2015-12-02T17:40:19.962Z,row-qviz.n6mi.egkm,2015-12-02T17:40:19.962Z,rv-wj5w-k6ng-ach3,MCCUTCHEON,-87.654758,41.970949,POINT (-87.65475844817315 41.970949083243816),2,46,1(773)534-2680,Network 2,UPTOWN,District,60640
3030 W Harrison St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610271,Jason C. Ervin,ES,2015-12-02T17:40:19.962Z,row-vgbi.q5rf~ynvv,2015-12-02T17:40:19.962Z,rv-437p-4hkf~xtej,JENSEN,-87.702241,41.873815,POINT (-87.70224105281312 41.87381494789563),5,28,1(773)534-6840,Network 5,EAST GARFIELD PARK,District,60612
1420 S Albany Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610274,Michael D. Chandler,ES,2015-12-02T17:40:19.962Z,row-ah7u-dvjf_kcqb,2015-12-02T17:40:19.962Z,rv-y8cv.6sg3-riz9,JOHNSON,-87.703139,41.861836,POINT (-87.70313876235764 41.861836192143315),5,24,1(773)534-1829,AUSL,NORTH LAWNDALE,District,60623
4415 S Dr Martin L King Jr Dr,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610276,Patricia R. Dowell,ES,2015-12-02T17:40:19.962Z,row-x9fc_fy5k-e5gd,2015-12-02T17:40:19.962Z,rv-9t2a~hp5u~9m3j,MOLLISON,-87.616618,41.814358,POINT (-87.61661794439756 41.81435828347046),9,3,1(773)535-1804,Network 9,GRAND BOULEVARD,District,60653
7350 S Evans Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610279,Roderick T. Sawyer,ES,2015-12-02T17:40:19.962Z,row-mpgd.4aqs-ei6d,2015-12-02T17:40:19.962Z,rv-kwya~y33v.6qcf,TANNER,-87.606791,41.760673,POINT (-87.60679103493086 41.76067263561242),12,6,1(773)535-3870,Network 12,GREATER GRAND CROSSING,District,60619
7511 S South Shore Dr,"K, 1, 2, 3, 4, 5, 6, 7, 8",610281,Natashia Holmes,ES,2015-12-02T17:40:19.962Z,row-ztbq-7prf-w4y5,2015-12-02T17:40:19.962Z,rv-46rq_ih5v_wqcb,POWELL,-87.556789,41.760332,POINT (-87.55678924866035 41.760331800469835),12,7,1(773)535-6650,Network 12,SOUTH SHORE,District,60649
4820 W Walton St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610282,Emma M. Mitts,ES,2015-12-02T17:40:19.962Z,row-rt5j_5xj7~iqcr,2015-12-02T17:40:19.962Z,rv-abzz.di8q~z2fp,MCNAIR,-87.746731,41.897819,POINT (-87.74673077897367 41.89781906972582),3,37,1(773)534-8980,AUSL,AUSTIN,District,60651
1707 W Morse Ave,"PK, K, 1, 2, 3",610284,Joe A. Moore,ES,2015-12-02T17:40:19.962Z,row-846e-5t9p~s35f,2015-12-02T17:40:19.962Z,rv-4hyu-8hvz~4qcv,NEW FIELD,-87.673168,42.007703,POINT (-87.67316832831048 42.007702571152386),2,49,1(773)534-2760,Network 2,ROGERS PARK,District,60626
8300 S St Louis Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610287,Lona Lane,ES,2015-12-02T17:40:19.962Z,row-ngyf-85m6-wqv4,2015-12-02T17:40:19.962Z,rv-wz65-qt6t-dd6g,ASHBURN,-87.70961,41.742351,POINT (-87.70960968185929 41.74235056725263),10,18,1(773)535-7860,Network 10,ASHBURN,District,60652
6656 S Normal Blvd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610290,Roderick T. Sawyer,ES,2015-12-02T17:40:19.962Z,row-9yug_hqrk.jyx6,2015-12-02T17:40:19.962Z,rv-fzta-gvkv-kcpv,MAYS,-87.637277,41.772727,POINT (-87.6372773472135 41.772727497775875),11,6,1(773)535-3892,Network 11,ENGLEWOOD,District,60621
6448 S Tripp Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610291,Marty Quinn,ES,2015-12-02T17:40:19.962Z,row-tffr_yj78~hmua,2015-12-02T17:40:19.962Z,rv-8sax.pn6u~jns2,LEE,-87.728884,41.775305,POINT (-87.7288842924784 41.77530538766534),10,13,1(773)535-2255,Network 10,WEST LAWN,District,60629
3937 W Wilcox St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610293,Jason C. Ervin,ES,2015-12-02T17:40:19.962Z,row-rw7i_xcpy.hwts,2015-12-02T17:40:19.962Z,rv-wth3~5h6i~uepf,MELODY,-87.724661,41.878799,POINT (-87.72466123098404 41.8787989323195),5,28,1(773)534-6850,Network 5,WEST GARFIELD PARK,District,60624
11710 S Morgan St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610295,Carrie M. Austin,ES,2015-12-02T17:40:19.962Z,row-zrgv-a4an-cpa7,2015-12-02T17:40:19.962Z,rv-mkqp.vccg.bv4w,HIGGINS,-87.646994,41.681031,POINT (-87.64699403751726 41.68103137060565),13,34,1(773)535-5625,Network 13,WEST PULLMAN,District,60643
8101 S LaSalle St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610298,"Howard B. Brookins, Jr.",ES,2015-12-02T17:40:19.962Z,row-ni2e~7zc4.kifx,2015-12-02T17:40:19.962Z,rv-ev48-5rwu~e4q5,LENART,-87.62804,41.747186,POINT (-87.62804036297216 41.74718591848971),11,21,1(773)535-0040,ISP,CHATHAM,District,60620
644 W 71st St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610299,Roderick T. Sawyer,ES,2015-12-02T17:40:19.962Z,row-6csy~3qga.5fdy,2015-12-02T17:40:19.962Z,rv-nzz6_g8t8~qdf8,KING ES,-87.641335,41.765335,POINT (-87.64133454022846 41.765334979958205),11,6,1(773)535-3875,Network 11,ENGLEWOOD,District,60621
409 W 80th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610300,Latasha R. Thomas,ES,2015-12-02T17:40:19.962Z,row-4v32_ctcn~ptm2,2015-12-02T17:40:19.962Z,rv-nv68~g6pm~99sc,WESTCOTT,-87.634751,41.748868,POINT (-87.63475051609748 41.748868225739486),11,17,1(773)535-3090,Network 11,CHATHAM,District,60620
145 S Campbell Ave,"9, 10, 11, 12",610304,"Walter Burnett, Jr.",HS,2015-12-02T17:40:19.962Z,row-dnzk-ey4b-td3m,2015-12-02T17:40:19.962Z,rv-bjk4-wd9x-gfqa,PHOENIX MILITARY HS,-87.68696,41.879118,POINT (-87.68696021851208 41.87911823146096),6,27,1(773)534-7275,SLA,NEAR WEST SIDE,District,60612
512 S Lavergne Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610305,Deborah L. Graham,ES,2015-12-02T17:40:19.962Z,row-udwi-ikew~gxuq,2015-12-02T17:40:19.962Z,rv-63hi.6izd_q2yc,LELAND,-87.749276,41.873587,POINT (-87.74927555443684 41.87358678059433),3,29,1(773)534-6340,Network 3,AUSTIN,District,60644
110 N Paulina St,"PK, K, 1, 2, 3, 4, 5",610308,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-5p5h~b8b2.jngj,2015-12-02T17:40:19.962Z,rv-zc37~iizz-zq2t,RUDOLPH,-87.669477,41.883568,POINT (-87.66947670901006 41.88356816854655),6,27,1(773)534-7460,Network 6,NEAR WEST SIDE,District,60612
1419 E 89th St,"PK, K, 1, 2, 3, 4, 5",610312,Michelle A. Harris,ES,2015-12-02T17:40:19.962Z,row-48sn-igwe-nsgt,2015-12-02T17:40:19.962Z,rv-jjr8-62fv-8q6u,MCDOWELL,-87.589589,41.733132,POINT (-87.58958949896115 41.73313231367912),12,8,1(773)535-6404,Network 12,CALUMET HEIGHTS,District,60619
1313 N Claremont Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610313,Proco (Joe) Moreno III,ES,2015-12-02T17:40:19.962Z,row-demf_ed49_6x46,2015-12-02T17:40:19.962Z,rv-r3rq~nfsa-wswd,DE DIEGO,-87.685756,41.905294,POINT (-87.68575620335822 41.905293853823764),5,1,1(773)534-4451,Network 5,WEST TOWN,District,60622
1136 W 122nd St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610315,Carrie M. Austin,ES,2015-12-02T17:40:19.962Z,row-46iw~m6e5-pjb9,2015-12-02T17:40:19.962Z,rv-458d_fwi4~2m34,WHITE,-87.650539,41.672309,POINT (-87.65053854187074 41.67230940699414),13,34,1(773)535-5672,Network 13,WEST PULLMAN,District,60643
1710 E 93rd St,"K, 1, 2, 3, 4, 5, 6, 7, 8",610316,Michelle A. Harris,ES,2015-12-02T17:40:19.962Z,row-knid-r5mi~9t5r,2015-12-02T17:40:19.962Z,rv-j6rm~yeuj_9fbt,EARHART,-87.582182,41.726107,POINT (-87.58218173800742 41.72610745594225),12,8,1(773)535-6416,Network 12,CALUMET HEIGHTS,District,60617
3825 S Washtenaw Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",610317,George A. Cardenas,ES,2015-12-02T17:40:19.962Z,row-58bs-jz9i~ekv5,2015-12-02T17:40:19.962Z,rv-bzfb-2wdj~cciz,BRIGHTON PARK,-87.692077,41.8239,POINT (-87.6920769295046 41.823900000855616),8,12,1(773)535-7237,Network 8,BRIGHTON PARK,District,60632
3537 S Paulina St,"6, 7, 8",610319,George A. Cardenas,ES,2015-12-02T17:40:19.962Z,row-k5iy_r6ce-tqrd,2015-12-02T17:40:19.962Z,rv-t4xv.w8yn_nxtw,EVERGREEN,-87.667817,41.829356,POINT (-87.66781651170879 41.8293556193243),8,12,1(773)535-4836,Network 8,MCKINLEY PARK,District,60609
